,JobTitle,Require,Link,Year,Rank
138,[Khối Ngân hàng số] Chuyên viên Cao cấp/Chuyên viên phát triển ứng dụng Ngân hàng số (Web Frontend),"CSS,JavaScript,HTML,Front-End,ReactJS,VueJS,Angular",https://topdev.vn/viec-lam/khoi-ngan-hang-so-chuyen-vien-cao-cap-chuyen-vien-phat-trien-ung-dung-ngan-hang-so-web-frontend-ngan-hang-tmcp-an-binh-abbank-2029954,3 năm,Senior
139,"Professional JAVA Engineer (Spring, English)","Java,Java EE,API,Spring Boot,English Skills",https://topdev.vn/viec-lam/professional-java-engineer-spring-english-adnovum-2029984,3 năm,"Middle,Senior"
140,Senior DevOps (Cloud/Mail server/Coding),"DevOps,Cloud",https://topdev.vn/viec-lam/senior-devops-cloud-mail-server-coding-floware-2029983,3 năm,Senior
141,Senior iOS Developer (Swift),"Swift,iOS,Objective-C,Mobile",https://topdev.vn/viec-lam/senior-ios-developer-swift-floware-2029982,3 năm,Senior
142,"Senior Automation QC (Appium,Python)","Python,QC,Appium",https://topdev.vn/viec-lam/senior-automation-qc-appium-python-floware-2029981,4 năm,Senior
143,Microsoft Dynamics AX Software Engineer,".NET,MS SQL,Microsoft Dynamics AX,Microsoft Dynamics 365,D365 FO",https://topdev.vn/viec-lam/microsoft-dynamics-ax-software-engineer-ila-vietnam-2029995,2 năm,"Junior,Middle,Senior"
144,Java/C# Developer,"Java,C#",https://topdev.vn/viec-lam/java-c-developer-brycen-vietnam-2029992,5 năm,Senior
145,Python Developer (Remote),"JavaScript,Python",https://topdev.vn/viec-lam/python-developer-remote-prime-labo-2029991,2 năm,"Middle,Senior"
146,Software Developer (Java/PHP/.NET),"PHP,Oracle,Java,C#,MySQL,.NET,Spring,Software Developer,Struts,PostgreSql",https://topdev.vn/viec-lam/software-developer-java-php-net-allexceed-viet-nam-2029990,Không yêu cầu,"Fresher,Junior,Middle,Senior"
147,[Hochiminh] Technical Leader - Japanese N3,"Java,ERP,Japanese - N3,Technical Leader,Web Application,CRM",https://topdev.vn/viec-lam/hochiminh-technical-leader-japanese-n3-ntt-data-vietnam-2029989,5 năm,Trưởng Nhóm
148,Senior Data Analyst Executive,"SQL,Python,Data Analytics,Spss",https://topdev.vn/viec-lam/senior-data-analyst-executive-vus-anh-van-hoi-viet-my-2030165,3 năm,Senior
149,.Net Developer (.Net core/Azure Cloud),"C#,.NET,.NET Core",https://topdev.vn/viec-lam/net-developer-net-core-azure-cloud-bbv-vietnam-co-ltd-2029997,3 năm,Senior
150,Java Developer (Spring Boot),"Java,Spring,Spring Boot",https://topdev.vn/viec-lam/java-developer-spring-boot-bbv-vietnam-co-ltd-2029996,3 năm,Senior
151,"Senior Fullstack Engineer (ReactJS, NodeJS)","NodeJS,Full-Stack,ReactJS",https://topdev.vn/viec-lam/senior-fullstack-engineer-reactjs-nodejs-cyberlogitec-vietnam-co-ltd-2030176,3 năm,Senior
152,IT Trainer,"Problem Solving Skill,Software Developer,Commucation",https://topdev.vn/viec-lam/it-trainer-vus-anh-van-hoi-viet-my-2030175,2 năm,"Middle,Senior"
153,Senior UI/UX Designer,"UX/UI Design,English - Good",https://topdev.vn/viec-lam/senior-ui-ux-designer-vus-anh-van-hoi-viet-my-2030174,5 năm,Trưởng Nhóm
154,Senior Mobile Developer (Flutter),"Swift,Android,iOS,Mobile,Kotlin,Flutter",https://topdev.vn/viec-lam/senior-mobile-developer-flutter-one-mount-group-2030201,3 năm,Senior
155,Senior Front-End Developer (ReactJS),"Front-End,HTML & CSS,React JS,Redux,NextJS",https://topdev.vn/viec-lam/senior-front-end-developer-reactjs-one-mount-group-2030199,3 năm,Senior
156,Mid/Senior Unity Game Developer,"Android,Unity,C#,Unity3d,Game Mobile,Unity2D",https://topdev.vn/viec-lam/mid-senior-unity-game-developer-storica-2030179,4 năm,Senior
157,Technical Lead,"CSS,J2EE,Java,C#,HTML,SQL Server,Technical Leader,Web Service,Spring Boot",https://topdev.vn/viec-lam/technical-lead-tma-tech-group-2029638,8 năm,Trưởng Nhóm
158,Lập Trình Viên PHP,"PHP,Magento",https://topdev.vn/viec-lam/lap-trinh-vien-php-magezon-2029637,2 năm,"Junior,Senior"
159,[Junior/Senior] Web System Developer,"Java,JavaScript,C#,Python,HTML",https://topdev.vn/viec-lam/junior-senior-web-system-developer-pasona-tech-viet-nam-2029616,06 tháng,All Levels
160,Mobile Developer (iOS/Android - All Levels),"Swift,Android,iOS,Java,Mobile",https://topdev.vn/viec-lam/mobile-developer-ios-android-all-levels-topdev-s-client-2027776,Không yêu cầu,Fresher
161,Game Developer (Cocos Creator),"Cocos2D,Git,Cocos2D-x,Json/xml,Game Developer",https://topdev.vn/viec-lam/game-developer-cocos-creator-kaiju-vx-technology-2029754,1 năm,Senior
162,Embedded Software Engineer (Kĩ Sư Lập Trình Nhúng),"Linux,Embedded System,Embedded Engineer",https://topdev.vn/viec-lam/embedded-software-engineer-ki-su-lap-trinh-nhung-tecapro-telecom-2029753,1 năm,"Trưởng Nhóm,Junior,Middle,Senior"
163,"Software Engineer (PHP, HTML, Javascript)","PHP,JavaScript,HTML,SQL Server",https://topdev.vn/viec-lam/software-engineer-php-html-javascript-tecapro-telecom-2029752,1 năm,"Junior,Middle"
164,Project Manager,"ASP.NET,Java,C#,MVC,Project Manager,VB.NET,API,Azure,Spring Boot",https://topdev.vn/viec-lam/project-manager-tma-tech-group-2029639,6 năm,Trưởng Nhóm
165,Kỹ sư vận hành và phát triển hệ thống (DevOps Engineer),"Java,Python,DevOps,Big Data,Cloud",https://topdev.vn/viec-lam/ky-su-van-hanh-va-phat-trien-he-thong-devops-engineer-viettel-group-2029810,1 năm,Junior
166,Kỹ sư hạ tầng Cloud,"Docker,Openstack Development,Cloud,CI/CD,Kubernetes",https://topdev.vn/viec-lam/ky-su-ha-tang-cloud-viettel-group-2029808,1 năm,Junior
167,Securities MTS (Mobile Trading Securities) Screen Developer,"JavaScript,HTML,Mobile",https://topdev.vn/viec-lam/securities-mts-mobile-trading-securities-screen-developer-daoukiwoom-innovation-2029792,2 năm,"Middle,Senior"
168,Securities HTS (Home Trading Securities) Developer,"JavaScript,Front-End,IT Security",https://topdev.vn/viec-lam/securities-hts-home-trading-securities-developer-daoukiwoom-innovation-2029791,2 năm,"Middle,Senior"
169,System Integrated Engineer (.NET/C#/SQL/CRM),"C#,SQL,.NET,System Engineer,CRM,CRM System",https://topdev.vn/viec-lam/system-integrated-engineer-net-c-sql-crm-cong-ty-tnhh-phat-trien-ha-tang-cong-nghe-bsi-2029875,1 năm,"Junior,Middle"
170,"Technical Lead/ Project Lead (Java, .Net, Japanese N3+)","Java,.NET,Japanese - N3,Japanese - N2,Project Leader",https://topdev.vn/viec-lam/technical-lead-project-lead-java-net-japanese-n3-nec-vietnam-2029874,5 năm,"Trưởng Nhóm,Senior"
171,"[Middle/Senior] PHP Developer (MySQL, Laravel)","PHP,MySQL,WordPress,Laravel,Symfony",https://topdev.vn/viec-lam/middle-senior-php-developer-mysql-laravel-golden-gate-group-2029819,2 năm,Middle
172,Lead Java Developer,"Java,Java Spring Boot",https://topdev.vn/viec-lam/lead-java-developer-tma-tech-group-2029813,5 năm,Senior
173,HO - Khối CNTT - Chuyên viên Quản trị ứng dụng CoreBanking,Core Banking,https://topdev.vn/viec-lam/ho-khoi-cntt-chuyen-vien-quan-tri-ung-dung-corebanking-ngan-hang-thuong-mai-co-phan-buu-dien-lien-viet-2029880,1 năm,Junior
174,HO - Khối CNTT - Chuyên viên Ban Quản lý và Tham số Sản phẩm hệ thống Corebanking,"Manager,FX,Core Banking",https://topdev.vn/viec-lam/ho-khoi-cntt-chuyen-vien-ban-quan-ly-va-tham-so-san-pham-he-thong-corebanking-ngan-hang-thuong-mai-co-phan-buu-dien-lien-viet-2029879,2 năm,Middle
175,Chuyên viên Phòng Phát triển Ứng dụng (Java/.NET/C#),"Java,C#,.NET,Back-End,Spring,Spring Boot",https://topdev.vn/viec-lam/chuyen-vien-phong-phat-trien-ung-dung-java-net-c-ngan-hang-thuong-mai-co-phan-buu-dien-lien-viet-2029877,1 năm,"Junior,Middle,Senior"
176,Project Manager,"Java,.NET,UML",https://topdev.vn/viec-lam/project-manager-upp-global-technology-2029876,3 năm,Trưởng Nhóm
177,Backend Developer (PHP/NodeJS),"PHP,NodeJS,Back-End",https://topdev.vn/viec-lam/backend-developer-php-nodejs-wise-commerce-2030034,1 năm,Junior
178,[Senior/ Lead] Game Developer (Unity/C#/Java) - For Game Development Studio,"Unity,Java,C#",https://topdev.vn/viec-lam/senior-lead-game-developer-unity-c-java-for-game-development-studio-oneuniverse-vn-2029885,3 năm,"Trưởng Nhóm,Senior"
179,Chuyên viên Quản trị Cơ sở Dữ liệu (Oracle DBA),"Linux,Oracle,Database",https://topdev.vn/viec-lam/chuyen-vien-quan-tri-co-so-du-lieu-oracle-dba-ngan-hang-thuong-mai-co-phan-buu-dien-lien-viet-2029883,1 năm,Junior
181,Chuyên viên chiến lược đổi mới,"Agile,Project Manager,Scrum Master",https://topdev.vn/viec-lam/chuyen-vien-chien-luoc-doi-moi-vietcombank-2030124,3 năm,Senior
182,Chuyên viên chiến lược đổi mới - phụ trách Quản lý dự án (PMO),"Agile,Project Manager,Scrum Master",https://topdev.vn/viec-lam/chuyen-vien-chien-luoc-doi-moi-phu-trach-quan-ly-du-an-pmo-vietcombank-2030123,3 năm,Senior
183,Trưởng nhóm Quản lý kiến trúc – số lượng 01,"Cloud,Technical Architect,Core Banking",https://topdev.vn/viec-lam/truong-nhom-quan-ly-kien-truc-so-luong-01-ngan-hang-tmcp-dau-tu-va-phat-trien-viet-nam-bidv-2030122,3 năm,Trưởng Nhóm
184,"Senior Technical Engineer (Network, Linux, System)","Linux,Network,System,Technical Engineer",https://topdev.vn/viec-lam/senior-technical-engineer-network-linux-system-cong-ty-tnhh-shopee-2030121,5 năm,Senior
185,"[Freelance] FullStack Developer (Javascript/Typescript, NodeJS, React)","JavaScript,NodeJS,Full-Stack,React,TypeScript",https://topdev.vn/viec-lam/freelance-fullstack-developer-javascript-typescript-nodejs-react-metaroom-2030090,5 năm,Senior
186,Front-end Developer (VueJS/JavaScript/TypeScript),"JavaScript,NodeJS,HTML & CSS,TypeScript",https://topdev.vn/viec-lam/front-end-developer-vuejs-javascript-typescript-wise-commerce-2030036,1 năm,Junior
187,Chuyên viên Quản lý Chất lượng - chuyên trách về giám sát cung ứng sản phẩm (Delivery oversight),"Agile,QC,Manual Test,Waterfall,Automation QC",https://topdev.vn/viec-lam/chuyen-vien-quan-ly-chat-luong-chuyen-trach-ve-giam-sat-cung-ung-san-pham-delivery-oversight-vietcombank-2030127,10 năm,Senior
188,Kiến trúc sư doanh nghiệp cấp cao – số lượng 01,"AWS,Software Architect,Technical Architect",https://topdev.vn/viec-lam/kien-truc-su-doanh-nghiep-cap-cao-so-luong-01-ngan-hang-tmcp-dau-tu-va-phat-trien-viet-nam-bidv-2030126,10 năm,"Trưởng Nhóm,Chuyên viên"
189,Kiến trúc sư giải pháp – số lượng 01,Solution Architect,https://topdev.vn/viec-lam/kien-truc-su-giai-phap-so-luong-01-ngan-hang-tmcp-dau-tu-va-phat-trien-viet-nam-bidv-2030125,3 năm,Senior
190,Kiến trúc sư Cloud – số lượng 01,"Cloud,Software Architect",https://topdev.vn/viec-lam/kien-truc-su-cloud-so-luong-01-ngan-hang-tmcp-dau-tu-va-phat-trien-viet-nam-bidv-2030130,5 năm,Senior
191,Chuyên viên kiến trúc giải pháp - phụ trách kiến trúc số (Digital Solution Architect),Solution Architect,https://topdev.vn/viec-lam/chuyen-vien-kien-truc-giai-phap-phu-trach-kien-truc-so-digital-solution-architect-vietcombank-2030129,10 năm,Senior
192,Kiến trúc sư Cloud cấp cao – số lượng 01,"Cloud,Technical Architect",https://topdev.vn/viec-lam/kien-truc-su-cloud-cap-cao-so-luong-01-ngan-hang-tmcp-dau-tu-va-phat-trien-viet-nam-bidv-2030128,10 năm,Chuyên viên
193,Chuyên viên phụ trách sản phẩm CNTT (PO),"Agile,Product Manager,Product Owner",https://topdev.vn/viec-lam/chuyen-vien-phu-trach-san-pham-cntt-po-vietcombank-2030134,5 năm,Senior
194,Chuyên viên Quản lý chuyển đổi số – số lượng 01,"Product Manager,Business Analyst,Digital Operation Specialist",https://topdev.vn/viec-lam/chuyen-vien-quan-ly-chuyen-doi-so-so-luong-01-ngan-hang-tmcp-dau-tu-va-phat-trien-viet-nam-bidv-2030133,3 năm,Senior
195,React Native Mobile Dev (iOS/Android),"Android,iOS,Mobile,React Native",https://topdev.vn/viec-lam/react-native-mobile-dev-ios-android-chailease-2030132,06 tháng,"Fresher,Junior"
196,Chuyên viên DevOps (DevSecOps),"DevOps,ITIL/ITSM",https://topdev.vn/viec-lam/chuyen-vien-devops-devsecops-vietcombank-2030131,10 năm,Senior
197,Kỹ sư An toàn thông tin – số lượng 01,Security Engineer,https://topdev.vn/viec-lam/ky-su-an-toan-thong-tin-so-luong-01-ngan-hang-tmcp-dau-tu-va-phat-trien-viet-nam-bidv-2030138,3 năm,Senior
198,Chuyên viên quản lý Dự án theo Agile (Agile Delivery Lead),"Agile,Project Manager",https://topdev.vn/viec-lam/chuyen-vien-quan-ly-du-an-theo-agile-agile-delivery-lead-vietcombank-2030137,3 năm,Senior
199,Kỹ sư Nghiên cứu công nghệ – số lượng 02,"Java,Python,.NET,Tableau,Power BI Specialist",https://topdev.vn/viec-lam/ky-su-nghien-cuu-cong-nghe-so-luong-02-ngan-hang-tmcp-dau-tu-va-phat-trien-viet-nam-bidv-2030136,3 năm,Senior
200,.NET Developer (ASP.NET/C#),"CSS,ASP.NET,C#,.NET,HTML,VB.NET",https://topdev.vn/viec-lam/net-developer-asp-net-c-chailease-2030135,Tất cả kinh nghiệm,All Levels
201,Chuyên viên Thiết kế UI/UX (UI/UX Designer),"UI/UX,Designer",https://topdev.vn/viec-lam/chuyen-vien-thiet-ke-ui-ux-ui-ux-designer-vietcombank-2030142,5 năm,Senior
202,Chuyên viên Phân tích nghiệp vụ (Business Analyst),"Agile,Business Analyst",https://topdev.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-business-analyst-vietcombank-2030141,3 năm,Senior
203,Kỹ sư Giải pháp phần mềm – số lượng 03,"Software Architect,Solution Architect",https://topdev.vn/viec-lam/ky-su-giai-phap-phan-mem-so-luong-03-ngan-hang-tmcp-dau-tu-va-phat-trien-viet-nam-bidv-2030140,2 năm,Middle
204,Kỹ sư Hệ thống Công nghệ thông tin – Số lượng 02,System Admin,https://topdev.vn/viec-lam/ky-su-he-thong-cong-nghe-thong-tin-so-luong-02-ngan-hang-tmcp-dau-tu-va-phat-trien-viet-nam-bidv-2030139,3 năm,Senior
205,JAVA TEAM LEADER (BACK-END),"Java,Back-End,Hibernate,Spring,Java EE,Struts",https://topdev.vn/viec-lam/java-team-leader-back-end-viettel-digital-2030149,3 năm,Trưởng Nhóm
206,SOLUTION ARCHITECT,"Java,JavaScript,Solution Architect",https://topdev.vn/viec-lam/solution-architect-viettel-digital-2030148,2 năm,Senior
207,Chuyên viên phát triển sản phẩm và kinh doanh các giải pháp Công nghệ thông tin (CNTT),Business Analyst,https://topdev.vn/viec-lam/chuyen-vien-phat-trien-san-pham-va-kinh-doanh-cac-giai-phap-cong-nghe-thong-tin-cntt-cong-ty-dich-vu-mobifone-khu-vuc-3-2030145,1 năm,"Junior,Middle,Senior"
209,Chuyên viên Phát triển phần mềm (Software Developer),"Java,JavaScript,Mobile,React Native,Angular,Flutter",https://topdev.vn/viec-lam/chuyen-vien-phat-trien-phan-mem-software-developer-vietcombank-2030143,3 năm,Senior
210,HOT Business Intelligence Executive,Power BI Specialist,https://topdev.vn/viec-lam/business-intelligence-executive-ila-vietnam-2030156,1 năm,Junior
211,HOT [Hà Nội] Senior Developer - NodeJS/Angular - VueJS,"NodeJS,English,VueJS,Business Analyst,Angular,TypeScript,Automation Developer",https://topdev.vn/viec-lam/ha-noi-senior-developer-nodejs-angular-vuejs-ntt-data-vietnam-2030154,3 năm,Senior
212,Senior Software Tester (QC) Up to $1200,"QC,Tester,English",https://topdev.vn/viec-lam/senior-software-tester-qc-up-to-1200-kofax-2030152,3 năm,Senior
213,Senior Backend Developer (Java) Up to $1700,"Java,JavaScript,.NET,Back-End",https://topdev.vn/viec-lam/senior-backend-developer-java-up-to-1700-kofax-2030150,3 năm,Senior
214,Senior Backend Software Engineer,"Django,Java,Python,Golang,Back-End,AWS,CI/CD,PostgreSql",https://topdev.vn/viec-lam/senior-backend-software-engineer-koidra-tech-2030186,3 năm,Senior
215,[Fresher] Software Tester,"QA,Tester",https://topdev.vn/viec-lam/fresher-software-tester-kofax-2030171,Không yêu cầu,Fresher
216,.NET Software Engineer,"ASP.NET,JavaScript,C#,.NET,WCF,Software Engineer",https://topdev.vn/viec-lam/net-software-engineer-kofax-2030162,3 năm,Senior
217,Test Automation Engineer,"Automation Tester,Test",https://topdev.vn/viec-lam/test-automation-engineer-kofax-2030159,1 năm,Junior
218,Branch Manager BrSE (JLPT N3 up),"Product Manager,Japanese - N3,Japanese - N2,BrSE",https://topdev.vn/viec-lam/branch-manager-brse-jlpt-n3-up-supernova-inc-2030157,2 năm,"Middle,Senior"
219,HOT IT - CHUYÊN VIÊN DỊCH VỤ HẠ TẦNG CLOUD,"Cisco,Vmware,Cloud,MCSA,CCNP",https://topdev.vn/viec-lam/it-chuyen-vien-dich-vu-ha-tang-cloud-ngan-hang-a-chau-acb-2030189,3 năm,Senior
220,HOT IT - CHUYÊN VIÊN DỊCH VỤ VẬN HÀNH CLOUD,"Cisco,Vmware,Cloud,MCSA,Microsoft",https://topdev.vn/viec-lam/it-chuyen-vien-dich-vu-van-hanh-cloud-ngan-hang-a-chau-acb-2030188,3 năm,Senior
221,HOT IT - NHÂN VIÊN QUẢN LÝ GIẢI PHÁP DỊCH CHUYỂN & TỐI ƯU ỨNG DỤNG,".NET,DevOps,Cisco,Vmware,Cloud Migration Service (AWS",https://topdev.vn/viec-lam/it-nhan-vien-quan-ly-giai-phap-dich-chuyen-toi-uu-ung-dung-ngan-hang-a-chau-acb-2030187,1 năm,Junior
222,Senior Java Backend Developer (Microservices),"Java,elasticsearch,Back-End,Hibernate,Spring,Spring Boot",https://topdev.vn/viec-lam/senior-java-backend-developer-microservices-opes-2030191,3 năm,"Middle,Senior"
223,HOT Unity 2D/3D Developer,"Unity,Unity3d,Game Developer,Unity2D",https://topdev.vn/viec-lam/unity-2d-3d-developer-cong-ty-co-phan-giai-phap-cong-nghe-thong-tin-cuckookoo-2030238,1 năm,Junior
224,HOT Business Analyst,Business Analyst,https://topdev.vn/viec-lam/business-analyst-cong-ty-co-phan-giai-phap-cong-nghe-thong-tin-cuckookoo-2030237,Tất cả kinh nghiệm,All Levels
225,HOT Front-end Developer (ReactJS/VueJS/Angular),"Front-End,ReactJS,VueJS,Angular",https://topdev.vn/viec-lam/front-end-developer-reactjs-vuejs-angular-cong-ty-co-phan-giai-phap-cong-nghe-thong-tin-cuckookoo-2030236,2 năm,"Middle,Senior"
226,HOT Back-end Developer (Java),"Java,Back-End,Spring Boot",https://topdev.vn/viec-lam/back-end-developer-java-cong-ty-co-phan-giai-phap-cong-nghe-thong-tin-cuckookoo-2030235,3 năm,Senior
227,"Report Developer (SQL, Power BI, Data Warehousing)","SQL Server,Data Warehouse,Data Reporting Analyst,Power BI Specialist",https://topdev.vn/viec-lam/report-developer-sql-power-bi-data-warehousing-public-bank-vietnam-pbvn-2030233,Tất cả kinh nghiệm,All Levels
228,.NET Full-stack Developer,"ASP.NET,.NET,Full-Stack,.NET MVC,.NET Core",https://topdev.vn/viec-lam/net-full-stack-developer-public-bank-vietnam-pbvn-2030232,Tất cả kinh nghiệm,"Trưởng Nhóm,Junior,Middle,Senior"
229,"IT Infrastructure (Oracle, My SQL, Linux,..)","Linux,Oracle,MySQL,Vmware",https://topdev.vn/viec-lam/it-infrastructure-oracle-my-sql-linux-public-bank-vietnam-pbvn-2030230,3 năm,"Middle,Senior"
230,Fresher/Junior Tester (QA/QC),"Tester,QA/QC",https://topdev.vn/viec-lam/fresher-junior-tester-qa-qc-lisa-2030219,06 tháng,"Fresher,Junior"
231,Senior Back End Developer (.NET),"ASP.NET,C#,MVC,.NET,Back-End,.NET Core",https://topdev.vn/viec-lam/senior-back-end-developer-net-loop-smart-pos-2030218,3 năm,Senior
232,(Senior) Enterprise Architect,"AWS,Solution Architect",https://topdev.vn/viec-lam/senior-enterprise-architect-techcombank-2030001,Trên 10 năm,Senior
233,(Senior) Integration Architect,"Software Architect,INTEGRATION ENGINEER",https://topdev.vn/viec-lam/senior-integration-architect-techcombank-2030002,7 năm,Senior
234,(Senior) Cloud Architect,"AWS,Cloud,Solution Architect",https://topdev.vn/viec-lam/senior-cloud-architect-techcombank-2030003,7 năm,Senior
235,"Expert, IT Operations","IT Infrastructure,AWS,Cloud,Network,IT Security",https://topdev.vn/viec-lam/expert-it-operations-techcombank-2030004,8 năm,Senior
236,Monitoring Engineer,"Linux,AWS,Network,System Engineer,PostgreSql",https://topdev.vn/viec-lam/monitoring-engineer-techcombank-2030049,8 năm,Senior
237,"Expert/Senior Officer, IT Service Management","IT Service,ITIL/ITSM",https://topdev.vn/viec-lam/expert-senior-officer-it-service-management-techcombank-2030050,8 năm,Senior
238,"Expert, Software Engineering (Data Operations)","Python,AWS,CI/CD,Software Engineer,ETL,Data Operation",https://topdev.vn/viec-lam/expert-software-engineering-data-operations-techcombank-2030051,8 năm,Senior
239,Security Engineer,Security Engineer,https://topdev.vn/viec-lam/security-engineer-techcombank-2030053,2 năm,Middle
240,Senior Project Manager,"Project Manager,Core Banking,Data Warehouse",https://topdev.vn/viec-lam/senior-project-manager-techcombank-2030054,6 năm,Senior
241,Senior SOC Engineer,"Java,Python,C/C++,Firmware,IPS/IDS,System Security",https://topdev.vn/viec-lam/senior-soc-engineer-techcombank-2030055,5 năm,Senior
